full_text,location,sentiment_magnitude,sentiment_score,time_stamp,user
#women #news Samantha Bee Takes Aim At 'Critically-Acclaimed Pervert' Louis C.K. https://t.co/THXY0VGX0u #RT #BitcoinNewsPage https://t.co/FSu9LsIE9F,Global,0.5,0.20000000298,2017-11-16 07:03:20,BitcoinNewsPage
"@funnelchest94 Louis C.K. joins long list of celebs demoralizing our country and handing us over to liberal socialism. Bring back the Heston's, Regan's, and the Nugents as celebrity role models!","Texas, USA",0.20000000298,0.0,2017-11-16 07:03:13,MoneyToGodClass
Look on the bright side. We won't have to pay £100 to see Louis C.K. at the O2 arena next time he tours the U.K.,"London, U.K.",1.0,0.20000000298,2017-11-16 07:03:06,jjbranch
"Samantha Bee calls out ""critically-acclaimed pervert"" Louis C.K. https://t.co/FMzElUpfy3 https://t.co/n3L9OFO0lT","St. John's, NL",0.600000023842,-0.20000000298,2017-11-16 07:01:55,caitmurquhart
#women Samantha Bee Takes Aim At 'Critically-Acclaimed Pervert' Louis C.K. https://t.co/4ikbQpvaPV,Alabama,0.40000000596,0.20000000298,2017-11-16 07:01:51,CarolSmith1233
Louis C.K. Exposes Late-Night Television’s Most Glaring Blind Spot https://t.co/W4hsdjfXyG,World,0.5,0.20000000298,2017-11-16 07:01:47,CultureWrld
"Latest:  FX Drops Louis C.K. from All Projects, Cancels Overall Deal https://t.co/Ydx14OmFKR #News #MovieTVTechGeeks https://t.co/8NCpRNox0B",Jakarta Capital Region,0.600000023842,-0.600000023842,2017-11-16 07:01:34,raymondelder182
Louis C.K. Is Accused of Sexual Misconduct by 5 Women https://t.co/c8lYFYV5HZ,United States,0.20000000298,0.0,2017-11-16 06:57:06,tiffanygirl713
How a reader reacted to an NYT report that Louis C.K. crossed a line into sexual misconduct https://t.co/cQ7TD9QQC0 https://t.co/z6OPVdPEpj,United States,0.5,-0.20000000298,2017-11-16 06:57:00,tiffanygirl713
"If you’re wondering if Louis C.K.’s career is over, quick reminder that this was 7 years ago and now this guy is starring in #DaddysHome2 out this weekend. https://t.co/T9DhnVfuvH",NYC,0.800000011921,0.40000000596,2017-11-16 06:54:59,TheGreatSociety
