full_text,location,sentiment_magnitude,sentiment_score,time_stamp,user
"To sum shit up for you:

Al Franken - democratic senator 🚮
Kevin Spacey - Actor 🚮
Harvey Weinstein - Producer 🚮
Louis C.K. - Comedian 🚮
Roy Moore - State Judge 🚮
Donald Trump - President 🚮

TRASH DOESN'T ADHERE TO IDEOLOGY",Montréal,1.5,-0.300000011921,2017-11-16 11:06:08,jspoupart
"The comedic circles are depraved, witness Louis C.K.

And Al Franken always struck me a creepy anyway

Guaranteed there are more, &amp; pretty sure they will be coming forward https://t.co/PY8nTdMDFV","St Louis, MO",1.29999995232,-0.10000000149,2017-11-16 11:06:07,ITGuy1959
"I wrote about how late night isn’t equipped to tackle Louis C.K. because the call is coming from inside the house
https://t.co/OzNoPFNd1B","sitting on the fence, NYC/BOS",0.20000000298,-0.20000000298,2017-11-16 11:06:03,goldmunnd
I liked a @YouTube video https://t.co/NxbIRcODe8 Louis C.K. admits to New York Times allegations,Kingdom Hearts ,0.40000000596,0.20000000298,2017-11-16 11:05:59,DysHeartsHD
"To sum shit up for you:

Al Franken - democratic senator 🚮
Kevin Spacey - Actor 🚮
Harvey Weinstein - Producer 🚮
Louis C.K. - Comedian 🚮
Roy Moore - State Judge 🚮
Donald Trump - President 🚮

TRASH DOESN'T ADHERE TO IDEOLOGY",CA,1.5,-0.300000011921,2017-11-16 11:05:55,unspokenbond
"Disgusting @alfranken is just like his friends. Only 1 has gone to jail. Why?
Bill Clinton
Anthony Weiner
Harvey Weinstein
George Takei
Kevin Spacey
John Podesta
Richard Dreyfuss
Steve Lebsock
Matthew Weiner
Louis C.K.
Gary Goddard
Jann Wenner
Dan Schoen

 https://t.co/V5nEvIsZLk",The Modern World,1.5,-0.10000000149,2017-11-16 11:05:28,ProudBoysUSA
Wow. Bravo. https://t.co/4ZRlLPbcbp,Oregon,0.5,0.10000000149,2017-11-16 11:05:16,toasterpoet
I really appreciated Marc Maron's podcast opener about Louis C.K. Not for any reason to do with sexual harrassment but for TFW you find out a friend is a scumbag &amp; you have to figure where they fit now in your world,"New Orleans, LA, USA",1.70000004768,0.0,2017-11-16 11:04:53,madamemacguffin
what in the hell happened to the men in our country to lower their tolerance levels and feel this crap was okay at the time? #LouisCK #metoo https://t.co/Rl4acSCvQC #onlylove,Ukraine,0.899999976158,-0.300000011921,2017-11-16 11:04:52,rozellajones364
"Analysis: Grappling not only with Louis C.K., but sexism and power in comedy https://t.co/DTynQgQ1eI",Central VA,0.600000023842,-0.600000023842,2017-11-16 11:04:50,Robs_News
