full_text,location,sentiment_magnitude,sentiment_score,time_stamp,user
"The only guest for this episode is the love between the two hosts. Brad and Adam talk about movies they've seen, the Louis C.K scandal, being on round-table talk shows, ""selling out"", TIffany Haddish and Larry David's SNL monologues, and more! 

🎧: https://t.co/RNz76tvZ14 https://t.co/mezMttk84M","Alghero, Italy ",0.600000023842,0.20000000298,2017-11-17 02:13:53,lodovicamanni
@realDonaldTrump Maybe Louis C.K. and Al Franken can start a comedy club in JAIL,USA,0.10000000149,-0.10000000149,2017-11-17 02:13:31,bfhistory12
@realDonaldTrump Maybe Louis C.K. and Al Franken can start a comedy club in JAIL,United States,0.10000000149,-0.10000000149,2017-11-17 02:13:15,swn62
"You could take a shot every time Chloë Grace Moretz says “I love you, Daddy” in Louis C.K.’s movie—but that would likely result in alcohol poisoning, and also require you to watch the movie. https://t.co/3gPiXbosrq",Constantinople,0.800000011921,-0.300000011921,2017-11-17 02:12:53,cheja
"You could take a shot every time Chloë Grace Moretz says “I love you, Daddy” in Louis C.K.’s movie—but that would likely result in alcohol poisoning, and also require you to watch the movie. https://t.co/3gPiXbosrq","Manchester, England",0.800000011921,-0.300000011921,2017-11-17 02:12:39,HannahPa1
"Kevin Spacey called Trump a “disease.”

Louis C.K. called him an “insane bigot.”

I guess sexual predators are more Hillary type people.

#DrainTheSwamp
#TrumpStrong
#Trump2020
#MAGA! 🇺🇸 https://t.co/AS5KE7WV9a",Your front steps,1.39999997616,-0.10000000149,2017-11-17 02:12:27,SugarPillKiller
Sarah Silverman Speaks on Louis C.K.: ‘Can You Love Someone Who Did Bad Things?’ https://t.co/av1oDqfD6n,"Oaktown, CA",0.5,0.20000000298,2017-11-17 02:12:15,Platurn
"Perspective: Louis C.K., male accountability and the year fans were forced to grow up https://t.co/Yf2ql62zME",Hargeisa,0.10000000149,0.10000000149,2017-11-17 02:10:53,EsmaErd22435163
"Storytelling is about to take a turn? #writing ""I Love You, Daddy” Review: Louis C.K.’s Cancelled Movie Reeks of Impunity https://t.co/brxsItpKMm",United States,0.699999988079,0.20000000298,2017-11-17 02:10:48,cynarmes
Sarah Silverman Gets Emotional About Louis C.K.: ‘Can You Still Love Someone Who Did Bad Things?’ https://t.co/vj7Wu1kTLh via @thedailybeast,"Dallas, Texas, USA",0.800000011921,0.40000000596,2017-11-17 02:09:12,mrEmannE
