full_text,location,sentiment_magnitude,sentiment_score,time_stamp,user
"Anthony Weiner is in prison. Bill Clinton was impeached. Bill O'Reilly, Roger Ailes, Harvey Weinstein, Kevin Spacey &amp; Mark Halperin were fired. Al Franken and Charlie Rose apologized. Glenn Thrush was suspended. Louis C.K. was canceled. When will Donald Trump be held accountable?",United States,0.40000000596,0.0,2017-11-21 02:14:00,ednight23
"Anthony Weiner is in prison. Bill Clinton was impeached. Bill O'Reilly, Roger Ailes, Harvey Weinstein, Kevin Spacey &amp; Mark Halperin were fired. Al Franken and Charlie Rose apologized. Glenn Thrush was suspended. Louis C.K. was canceled. When will Donald Trump be held accountable?",San Diego CA,0.40000000596,0.0,2017-11-21 02:13:55,lowpex3
"Anthony Weiner is in prison. Bill Clinton was impeached. Bill O'Reilly, Roger Ailes, Harvey Weinstein, Kevin Spacey &amp; Mark Halperin were fired. Al Franken and Charlie Rose apologized. Glenn Thrush was suspended. Louis C.K. was canceled. When will Donald Trump be held accountable?","Los Angeles, CA",0.40000000596,0.0,2017-11-21 02:13:48,jennyyangtv
"Anthony Weiner is in prison. Bill Clinton was impeached. Bill O'Reilly, Roger Ailes, Harvey Weinstein, Kevin Spacey &amp; Mark Halperin were fired. Al Franken and Charlie Rose apologized. Glenn Thrush was suspended. Louis C.K. was canceled. When will Donald Trump be held accountable?",Château Rousselle,0.40000000596,0.0,2017-11-21 02:13:42,Alosel
"Anthony Weiner is in prison. Bill Clinton was impeached. Bill O'Reilly, Roger Ailes, Harvey Weinstein, Kevin Spacey &amp; Mark Halperin were fired. Al Franken and Charlie Rose apologized. Glenn Thrush was suspended. Louis C.K. was canceled. When will Donald Trump be held accountable?",Russian River CA,0.40000000596,0.0,2017-11-21 02:13:42,LittleLast
"Anthony Weiner is in prison. Bill Clinton was impeached. Bill O'Reilly, Roger Ailes, Harvey Weinstein, Kevin Spacey &amp; Mark Halperin were fired. Al Franken and Charlie Rose apologized. Glenn Thrush was suspended. Louis C.K. was canceled. When will Donald Trump be held accountable?",Toronto,0.40000000596,0.0,2017-11-21 02:13:40,RedSantana__
"Anthony Weiner is in prison. Bill Clinton was impeached. Bill O'Reilly, Roger Ailes, Harvey Weinstein, Kevin Spacey &amp; Mark Halperin were fired. Al Franken and Charlie Rose apologized. Glenn Thrush was suspended. Louis C.K. was canceled. When will Donald Trump be held accountable?",Ghana,0.40000000596,0.0,2017-11-21 02:13:37,stacey_knott_
"Anthony Weiner is in prison. Bill Clinton was impeached. Bill O'Reilly, Roger Ailes, Harvey Weinstein, Kevin Spacey &amp; Mark Halperin were fired. Al Franken and Charlie Rose apologized. Glenn Thrush was suspended. Louis C.K. was canceled. When will Donald Trump be held accountable?","Dublin City, Ireland",0.40000000596,0.0,2017-11-21 02:13:36,goconnordublin
"Anthony Weiner is in prison. Bill Clinton was impeached. Bill O'Reilly, Roger Ailes, Harvey Weinstein, Kevin Spacey &amp; Mark Halperin were fired. Al Franken and Charlie Rose apologized. Glenn Thrush was suspended. Louis C.K. was canceled. When will Donald Trump be held accountable?",US,0.40000000596,0.0,2017-11-21 02:13:31,PatriciaIvans
"Anthony Weiner is in prison. Bill Clinton was impeached. Bill O'Reilly, Roger Ailes, Harvey Weinstein, Kevin Spacey &amp; Mark Halperin were fired. Al Franken and Charlie Rose apologized. Glenn Thrush was suspended. Louis C.K. was canceled. When will Donald Trump be held accountable?","CA, naturally",0.40000000596,0.0,2017-11-21 02:13:24,kaspadgett
