full_text,location,sentiment_magnitude,sentiment_score,time_stamp,user
"Sarah Silverman Addresses Louis C.K., “the Elephant Masturbating in the Room” https://t.co/SCYM9rYFq6","Indianapolis, IN",0.0,0.0,2017-11-17 11:13:41,jenfinley22
"#News ""Sarah Silverman breaks silence on Louis C.K.'s sexual harassment scandal"" via #FOXNEWS | https://t.co/wT33l9892R https://t.co/LttbHq6xGg",Miami,0.800000011921,-0.300000011921,2017-11-17 11:13:04,DailyPsalms365
Sarah Silverman on Louis C.K.: ‘Can you love someone who did bad things?’ https://t.co/R0yW0HeruR,"Florida, USA",0.300000011921,0.10000000149,2017-11-17 11:13:04,OrigShyWriter
@ThatBaterGuy @WRBolen @backdoorcover Congratulations then. You should quit while you’re ahead because you strike me as a Louis C.K. type of comedian,Hickory Hills ,0.699999988079,0.0,2017-11-17 11:12:00,ccasey3320
How the times have changed. . . https://t.co/EhQ9IuQYJb,United States of America,0.5,-0.10000000149,2017-11-17 11:11:00,FDRLST
"Sarah Silverman said she's grappling with whether she can still be friends with Louis C.K. after he confessed to sexual misconduct. 

If one of your best friends admitted to doing what Louis C.K. did, would you remain friends with him? Vote: https://t.co/sv4KwvCTne","Washington, DC",2.0,0.20000000298,2017-11-17 11:10:54,KateVasey
Editorial: Sexual assault is about power: Louis C.K. agrees as he admits to sexual misconduct https://t.co/5DtAaZ2bZz,"Buffalo, N.Y.",0.600000023842,-0.300000011921,2017-11-17 11:10:32,CanisiusGriffin
@JingalyBongaly Louis C.K. could maybe give us some tips?,"Palo Alto, California",0.0,0.0,2017-11-17 11:10:12,SlopeOfHope
"Sarah Silverman broke her silence on the Louis C.K. allegations, calling it a ""mindf-ck"" https://t.co/WT0vZI1Alc via @hellogiggles","Pennsylvania, USA",0.40000000596,-0.20000000298,2017-11-17 11:10:07,alfieroperson
Today in Entertainment: Sarah Silverman breaks silence on Louis C.K.; Danny Masterson accuser… https://t.co/HlnuUidEem https://t.co/8rH7D7B8Ab,"Abuja, Nigeria",0.300000011921,0.10000000149,2017-11-17 11:09:43,GboruM
