full_text,location,sentiment_magnitude,sentiment_score,time_stamp,user
@astrospiff @nowthisnews Reminder: Louis C.K. always asked for permission and was granted this in the now known cases.,Utrecht,0.600000023842,0.0,2017-11-19 17:13:24,UTR3CHT
Reminder: Louis C.K.'s apology wasn't actually an apology at all https://t.co/ACzU5JhRbW,"Los Angeles, CA",0.800000011921,-0.800000011921,2017-11-19 17:13:22,yourboinextdoor
Reminder: Louis C.K.'s apology wasn't actually an apology at all https://t.co/ACzU5JhRbW,"Winder, GA",0.800000011921,-0.800000011921,2017-11-19 17:12:52,foochick2005
Reminder: Louis C.K.'s apology wasn't actually an apology at all https://t.co/ACzU5JhRbW,Dublin,0.800000011921,-0.800000011921,2017-11-19 17:12:52,ReggieRB
Reminder: Louis C.K.'s apology wasn't actually an apology at all https://t.co/ACzU5JhRbW,bts & twice ,0.800000011921,-0.800000011921,2017-11-19 17:11:52,jiminsmitten
Reminder: Louis C.K.'s apology wasn't actually an apology at all https://t.co/ACzU5JhRbW,usa,0.800000011921,-0.800000011921,2017-11-19 17:11:16,usasasha
Reminder: Louis C.K.'s apology wasn't actually an apology at all https://t.co/ACzU5JhRbW,"louis, disney, marvel",0.800000011921,-0.800000011921,2017-11-19 17:10:58,spiidersenscs
Reminder: Louis C.K.'s apology wasn't actually an apology at all https://t.co/ACzU5JhRbW,Toronto,0.800000011921,-0.800000011921,2017-11-19 17:09:15,mybutterflylife
Reminder: Louis C.K.'s apology wasn't actually an apology at all https://t.co/ACzU5JhRbW,"California, USA",0.800000011921,-0.800000011921,2017-11-19 17:08:55,_yazrocks
Reminder: Louis C.K.'s apology wasn't actually an apology at all https://t.co/ACzU5JhRbW,"Ardmore, PA",0.800000011921,-0.800000011921,2017-11-19 17:08:39,Jacquel48253910
